fund_name,stock_name,sector,holding_pct,market_cap,fund_category
Aditya Birla Sun Life Large Cap Fund,PNB Housing Finance Ltd.,Housing finance company,0.83,Mid Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Swiggy Ltd.,E-retail/ e-commerce,0.74,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Akzo Nobel India Ltd.,Paints,0.72,Small Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Shriram Finance Ltd.,Non banking financial company (nbfc),0.72,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,HDFC Life Insurance Company Ltd.,Life insurance,0.67,Large Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Meesho Ltd.,E-retail/ e-commerce,0.67,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Motherson Sumi Systems Ltd.,Auto components & equipments,0.66,Large Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Tata Consultancy Services Ltd.,Computers - software & consulting,0.65,Large Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,DLF Ltd.,Residential  commercial projects,0.64,Large Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Cummins India Ltd.,Compressors  pumps & diesel engines,0.62,Mid Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Emami Ltd.,Personal care,0.61,Mid Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Britannia Industries Ltd.,Packaged foods,0.61,Large Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,ICICI Lombard General Insurance Co Ltd.,General insurance,0.6,Large Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Bharti Airtel Ltd. - Partly Paid,Telecom - cellular & fixed line services,0.56,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Bayer Cropscience Ltd.,Pesticides & agrochemicals,0.54,Mid Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Sanofi Consumer Healthcare India Ltd.,Pharmaceuticals,0.51,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Bharat Petroleum Corporation Ltd.,Refineries & marketing,0.51,Large Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,ICICI Prudential Life Insurance Co Ltd.,Life insurance,0.5,Large Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Whirlpool Of India Ltd.,Household appliances,0.48,Mid Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,TVS Motor Company Ltd.,2/3 wheelers,0.45,Mid Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Gland Pharma Ltd.,Pharmaceuticals,0.44,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Pi Industries Ltd.,Pesticides & agrochemicals,0.44,Mid Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Hindustan Aeronautics Ltd.,Aerospace & defense,0.43,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Aditya Birla Capital Ltd.,Life insurance,0.38,Mid Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Pine Labs Ltd.,Financial technology (fintech),0.37,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Bandhan Bank Ltd.,Private sector bank,0.34,Large Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Sanofi India Ltd.,Pharmaceuticals,0.33,Mid Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Delhivery Ltd.,Logistics solution provider,0.33,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Adani Power Ltd.,Power generation,0.31,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Varun Beverages Ltd.,Other beverages,0.3,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Info Edge (India) Ltd.,Internet & catalogue retail,0.29,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,WABCO India Ltd.,Auto components & equipments,0.29,Mid Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Suzlon Energy Ltd.,Heavy electrical equipment,0.29,Small Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Sobha Ltd.,Residential  commercial projects,0.28,Small Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Dabur India Ltd.,Personal care,0.25,Large Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Afcons Infrastructure Ltd.,Civil construction,0.24,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Lenskart Solutions Ltd.,Speciality retail,0.22,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,Honeywell Automation India Ltd.,Industrial products,0.22,Mid Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Sona BLW Precision Forgings Ltd.,Auto components & equipments,0.18,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,CG Power and Industrial Solutions Ltd.,Heavy electrical equipment,0.13,Small Cap,Large Cap
Aditya Birla Sun Life Large Cap Fund,Kwality Walls (India) Ltd.,Dairy products,0.01,Other,Large Cap
Aditya Birla Sun Life Large Cap Fund,TVS Motor Company Ltd. - Preference Shares,2/3 wheelers,0.0,Other,Large Cap
Canara Robeco Large Cap Fund,HDFC Bank Ltd.,Private sector bank,8.87,Other,Large Cap
Canara Robeco Large Cap Fund,ICICI Bank Ltd.,Private sector bank,8.14,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Reliance Industries Ltd.,Refineries & marketing,5.22,Large Cap,Large Cap
Canara Robeco Large Cap Fund,State Bank Of India,Public sector bank,4.59,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Larsen & Toubro Ltd.,Civil construction,4.33,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Bharti Airtel Ltd.,Telecom - cellular & fixed line services,4.25,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Infosys Ltd.,Computers - software & consulting,3.6,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Mahindra & Mahindra Ltd.,Passenger cars & utility vehicles,3.32,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Axis Bank Ltd.,Private sector bank,3.21,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Bajaj Finance Ltd.,Non banking financial company (nbfc),2.93,Other,Large Cap
Canara Robeco Large Cap Fund,Ultratech Cement Ltd.,Cement & cement products,2.47,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Kotak Mahindra Bank Ltd.,Private sector bank,2.27,Other,Large Cap
Canara Robeco Large Cap Fund,Eternal Ltd.,E-retail/ e-commerce,1.81,Other,Large Cap
Canara Robeco Large Cap Fund,SBI Life Insurance Co Ltd.,Life insurance,1.65,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Titan Company Ltd.,Gems  jewellery and watches,1.64,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Bharat Electronics Ltd.,Aerospace & defense,1.61,Mid Cap,Large Cap
Canara Robeco Large Cap Fund,Maruti Suzuki India Ltd.,Passenger cars & utility vehicles,1.6,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,1.5,Large Cap,Large Cap
Canara Robeco Large Cap Fund,National Thermal Power Corporation Ltd.,Power generation,1.5,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Tata Consumer Products Ltd.,Tea & coffee,1.43,Mid Cap,Large Cap
Canara Robeco Large Cap Fund,ITC Limited,Diversified fmcg,1.38,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Max Healthcare Institute Ltd.,Hospital,1.34,Other,Large Cap
Canara Robeco Large Cap Fund,Varun Beverages Ltd.,Other beverages,1.33,Other,Large Cap
Canara Robeco Large Cap Fund,Tata Consultancy Services Ltd.,Computers - software & consulting,1.3,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Divis Laboratories Ltd.,Pharmaceuticals,1.3,Large Cap,Large Cap
Canara Robeco Large Cap Fund,Tech Mahindra Ltd.,Computers - software & consulting,1.29,Large Cap,Large Cap
Canara Robeco Large Cap Fund,CG Power and Industrial Solutions Ltd.,Heavy electrical equipment,1.26,Small Cap,Large Cap
